dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,type,hr
2011-09-24,4,0,9,0,6,0,1,0.64,0.5909,0.78,0.1045,400,hourly,18.0
2011-09-24,4,0,9,0,6,0,1,0.62,0.5606,0.88,0.0,308,hourly,19.0
2011-09-24,4,0,9,0,6,0,1,0.62,0.5758,0.83,0.0,243,hourly,20.0
2011-09-24,4,0,9,0,6,0,1,0.62,0.5758,0.83,0.0896,222,hourly,21.0
2011-09-24,4,0,9,0,6,0,2,0.62,0.5606,0.88,0.0,193,hourly,22.0
2011-09-24,4,0,9,0,6,0,2,0.6,0.5455,0.88,0.0896,150,hourly,23.0
2011-09-25,4,0,9,0,0,0,2,0.6,0.5455,0.88,0.0,173,hourly,0.0
2011-09-25,4,0,9,0,0,0,2,0.6,0.5455,0.88,0.1045,124,hourly,1.0
2011-09-25,4,0,9,0,0,0,3,0.6,0.5152,0.94,0.0,106,hourly,2.0
2011-09-25,4,0,9,0,0,0,3,0.6,0.5152,0.94,0.0,59,hourly,3.0
2011-09-25,4,0,9,0,0,0,3,0.6,0.5152,0.94,0.1343,8,hourly,4.0
2011-09-25,4,0,9,0,0,0,1,0.6,0.5455,0.88,0.0896,3,hourly,5.0
2011-09-25,4,0,9,0,0,0,2,0.6,0.5455,0.88,0.1045,17,hourly,6.0
2011-09-25,4,0,9,0,0,0,2,0.6,0.5152,0.94,0.1343,38,hourly,7.0
2011-09-25,4,0,9,0,0,0,2,0.62,0.5606,0.88,0.0,86,hourly,8.0
2011-09-25,4,0,9,0,0,0,2,0.64,0.5758,0.83,0.0,155,hourly,9.0
2011-09-25,4,0,9,0,0,0,2,0.64,0.5758,0.83,0.0,275,hourly,10.0
2011-09-25,4,0,9,0,0,0,2,0.66,0.6061,0.78,0.1343,361,hourly,11.0
2011-09-25,4,0,9,0,0,0,2,0.66,0.6061,0.78,0.0,413,hourly,12.0
2011-09-25,4,0,9,0,0,0,2,0.68,0.6364,0.74,0.0,369,hourly,13.0
2011-09-25,4,0,9,0,0,0,2,0.66,0.6061,0.78,0.0,347,hourly,14.0
2011-09-25,4,0,9,0,0,0,2,0.66,0.6061,0.78,0.0,353,hourly,15.0
2011-09-25,4,0,9,0,0,0,1,0.7,0.6515,0.7,0.0,464,hourly,16.0
2011-09-25,4,0,9,0,0,0,1,0.68,0.6364,0.74,0.0,420,hourly,17.0
2011-09-25,4,0,9,0,0,0,1,0.68,0.6364,0.74,0.0,404,hourly,18.0
2011-09-25,4,0,9,0,0,0,1,0.64,0.5758,0.83,0.1343,329,hourly,19.0
2011-09-25,4,0,9,0,0,0,1,0.64,0.5758,0.83,0.0896,186,hourly,20.0
2011-09-25,4,0,9,0,0,0,1,0.62,0.5455,0.94,0.0896,137,hourly,21.0
2011-09-25,4,0,9,0,0,0,1,0.62,0.5606,0.88,0.0896,104,hourly,22.0
2011-09-25,4,0,9,0,0,0,2,0.62,0.5455,0.94,0.1045,79,hourly,23.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5455,0.94,0.0,29,hourly,0.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5606,0.88,0.1045,17,hourly,1.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5606,0.88,0.1045,8,hourly,2.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5455,0.94,0.0,5,hourly,3.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5455,0.94,0.0896,6,hourly,4.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5606,0.88,0.0,25,hourly,5.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5455,0.94,0.0896,113,hourly,6.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5455,0.94,0.0,332,hourly,7.0
2011-09-26,4,0,9,0,1,1,2,0.62,0.5455,0.94,0.0,355,hourly,8.0
2011-09-26,4,0,9,0,1,1,2,0.64,0.5758,0.89,0.194,205,hourly,9.0
2011-09-26,4,0,9,0,1,1,2,0.64,0.5758,0.89,0.194,154,hourly,10.0
2011-09-26,4,0,9,0,1,1,1,0.68,0.6364,0.79,0.2239,159,hourly,11.0
2011-09-26,4,0,9,0,1,1,2,0.68,0.6364,0.79,0.1642,209,hourly,12.0
2011-09-26,4,0,9,0,1,1,2,0.7,0.6667,0.74,0.1642,187,hourly,13.0
2011-09-26,4,0,9,0,1,1,1,0.7,0.6515,0.7,0.1642,154,hourly,14.0
2011-09-26,4,0,9,0,1,1,1,0.72,0.6818,0.62,0.1343,209,hourly,15.0
2011-09-26,4,0,9,0,1,1,1,0.7,0.6515,0.65,0.1642,313,hourly,16.0
2011-09-26,4,0,9,0,1,1,1,0.7,0.6515,0.7,0.1343,570,hourly,17.0
2011-09-26,4,0,9,0,1,1,1,0.66,0.6061,0.83,0.1045,553,hourly,18.0
2011-09-26,4,0,9,0,1,1,1,0.66,0.6061,0.82,0.0896,383,hourly,19.0
2011-09-26,4,0,9,0,1,1,1,0.64,0.5758,0.89,0.1343,251,hourly,20.0
2011-09-26,4,0,9,0,1,1,1,0.64,0.5758,0.89,0.1343,182,hourly,21.0
2011-09-26,4,0,9,0,1,1,1,0.62,0.5455,0.94,0.1343,136,hourly,22.0
2011-09-26,4,0,9,0,1,1,1,0.62,0.5455,0.94,0.1343,75,hourly,23.0
2011-09-27,4,0,9,0,2,1,1,0.62,0.5455,0.94,0.1343,37,hourly,0.0
2011-09-27,4,0,9,0,2,1,1,0.62,0.5455,0.94,0.1642,10,hourly,1.0
2011-09-27,4,0,9,0,2,1,1,0.62,0.5455,0.94,0.1045,11,hourly,2.0
2011-09-27,4,0,9,0,2,1,2,0.62,0.5455,0.94,0.0,10,hourly,3.0
2011-09-27,4,0,9,0,2,1,3,0.62,0.5455,0.94,0.0896,8,hourly,4.0
2011-09-27,4,0,9,0,2,1,3,0.62,0.5455,0.94,0.0896,24,hourly,5.0
2011-09-27,4,0,9,0,2,1,2,0.62,0.5455,0.94,0.1045,124,hourly,6.0
2011-09-27,4,0,9,0,2,1,2,0.62,0.5455,0.94,0.1045,249,hourly,7.0
2011-09-27,4,0,9,0,2,1,2,0.64,0.5758,0.89,0.1045,427,hourly,8.0
2011-09-27,4,0,9,0,2,1,3,0.64,0.5758,0.89,0.194,193,hourly,9.0
2011-09-27,4,0,9,0,2,1,3,0.64,0.5606,0.94,0.1642,122,hourly,10.0
2011-09-27,4,0,9,0,2,1,2,0.66,0.5909,0.89,0.1045,123,hourly,11.0
2011-09-27,4,0,9,0,2,1,2,0.66,0.5909,0.89,0.1343,162,hourly,12.0
2011-09-27,4,0,9,0,2,1,2,0.7,0.6667,0.74,0.2239,151,hourly,13.0
2011-09-27,4,0,9,0,2,1,2,0.68,0.6364,0.79,0.1045,152,hourly,14.0
2011-09-27,4,0,9,0,2,1,2,0.68,0.6364,0.83,0.0896,205,hourly,15.0
2011-09-27,4,0,9,0,2,1,2,0.66,0.6061,0.83,0.194,258,hourly,16.0
2011-09-27,4,0,9,0,2,1,2,0.66,0.5909,0.89,0.194,530,hourly,17.0
2011-09-27,4,0,9,0,2,1,2,0.64,0.5758,0.89,0.2239,356,hourly,18.0
2011-09-27,4,0,9,0,2,1,2,0.64,0.5758,0.89,0.1343,320,hourly,19.0
2011-09-27,4,0,9,0,2,1,1,0.62,0.5909,0.78,0.0,238,hourly,20.0
2011-09-27,4,0,9,0,2,1,1,0.6,0.5606,0.83,0.0,196,hourly,21.0
2011-09-27,4,0,9,0,2,1,1,0.6,0.5455,0.88,0.0896,121,hourly,22.0
2011-09-27,4,0,9,0,2,1,1,0.6,0.5455,0.88,0.0896,93,hourly,23.0
2011-09-28,4,0,9,0,3,1,1,0.6,0.5455,0.88,0.0,36,hourly,0.0
2011-09-28,4,0,9,0,3,1,1,0.6,0.5455,0.88,0.0,14,hourly,1.0
2011-09-28,4,0,9,0,3,1,1,0.6,0.5455,0.88,0.2537,9,hourly,2.0
2011-09-28,4,0,9,0,3,1,2,0.6,0.5152,0.94,0.0896,3,hourly,3.0
2011-09-28,4,0,9,0,3,1,1,0.6,0.5455,0.88,0.0,4,hourly,4.0
2011-09-28,4,0,9,0,3,1,2,0.6,0.5152,0.94,0.0,22,hourly,5.0
2011-09-28,4,0,9,0,3,1,3,0.6,0.5152,0.94,0.1642,114,hourly,6.0
2011-09-28,4,0,9,0,3,1,3,0.6,0.5152,0.94,0.1642,185,hourly,7.0
2011-09-28,4,0,9,0,3,1,3,0.62,0.5455,0.94,0.2239,287,hourly,8.0
2011-09-28,4,0,9,0,3,1,3,0.62,0.5455,0.94,0.2239,155,hourly,9.0
2011-09-28,4,0,9,0,3,1,2,0.62,0.5455,0.94,0.0,129,hourly,10.0
2011-09-28,4,0,9,0,3,1,2,0.66,0.6061,0.83,0.1045,151,hourly,11.0
2011-09-28,4,0,9,0,3,1,2,0.68,0.6364,0.79,0.0,184,hourly,12.0
2011-09-28,4,0,9,0,3,1,1,0.7,0.6667,0.74,0.2537,162,hourly,13.0
2011-09-28,4,0,9,0,3,1,1,0.72,0.6818,0.62,0.2537,170,hourly,14.0
2011-09-28,4,0,9,0,3,1,1,0.7,0.6515,0.7,0.1343,181,hourly,15.0
2011-09-28,4,0,9,0,3,1,1,0.7,0.6515,0.7,0.194,280,hourly,16.0
2011-09-28,4,0,9,0,3,1,1,0.7,0.6515,0.7,0.2239,591,hourly,17.0
2011-09-28,4,0,9,0,3,1,3,0.66,0.6061,0.83,0.2537,524,hourly,18.0
2011-09-28,4,0,9,0,3,1,3,0.66,0.6061,0.83,0.2537,372,hourly,19.0
2011-09-28,4,0,9,0,3,1,3,0.6,0.5606,0.83,0.2985,102,hourly,20.0
2011-09-28,4,0,9,0,3,1,3,0.6,0.5455,0.88,0.2537,74,hourly,21.0
2011-09-28,4,0,9,0,3,1,1,0.6,0.5455,0.88,0.0896,87,hourly,22.0
2011-09-28,4,0,9,0,3,1,1,0.6,0.5152,0.94,0.1343,71,hourly,23.0
2011-09-29,4,0,9,0,4,1,1,0.6,0.5152,0.94,0.194,40,hourly,0.0
2011-09-29,4,0,9,0,4,1,2,0.6,0.5,1.0,0.194,23,hourly,1.0
2011-09-29,4,0,9,0,4,1,2,0.6,0.5,1.0,0.194,2,hourly,2.0
2011-09-29,4,0,9,0,4,1,2,0.6,0.5152,0.94,0.194,8,hourly,3.0
2011-09-29,4,0,9,0,4,1,2,0.6,0.5455,0.88,0.194,7,hourly,4.0
2011-09-29,4,0,9,0,4,1,2,0.6,0.5455,0.88,0.1045,22,hourly,5.0
2011-09-29,4,0,9,0,4,1,2,0.6,0.5455,0.88,0.0896,111,hourly,6.0
2011-09-29,4,0,9,0,4,1,1,0.6,0.5455,0.88,0.1343,283,hourly,7.0
2011-09-29,4,0,9,0,4,1,1,0.6,0.5606,0.83,0.0,431,hourly,8.0
2011-09-29,4,0,9,0,4,1,1,0.62,0.5909,0.78,0.2537,225,hourly,9.0
2011-09-29,4,0,9,0,4,1,1,0.64,0.6061,0.65,0.194,127,hourly,10.0
2011-09-29,4,0,9,0,4,1,1,0.62,0.6061,0.61,0.194,158,hourly,11.0
2011-09-29,4,0,9,0,4,1,1,0.66,0.6212,0.61,0.1642,195,hourly,12.0
2011-09-29,4,0,9,0,4,1,1,0.64,0.6212,0.61,0.194,211,hourly,13.0
2011-09-29,4,0,9,0,4,1,1,0.68,0.6364,0.51,0.2985,167,hourly,14.0
2011-09-29,4,0,9,0,4,1,1,0.68,0.6364,0.45,0.3881,227,hourly,15.0
2011-09-29,4,0,9,0,4,1,1,0.68,0.6364,0.41,0.3582,291,hourly,16.0
2011-09-29,4,0,9,0,4,1,1,0.66,0.6212,0.47,0.2985,589,hourly,17.0
2011-09-29,4,0,9,0,4,1,1,0.64,0.6212,0.41,0.2239,584,hourly,18.0
2011-09-29,4,0,9,0,4,1,1,0.62,0.6212,0.5,0.0896,384,hourly,19.0
2011-09-29,4,0,9,0,4,1,1,0.6,0.6212,0.53,0.0896,273,hourly,20.0
2011-09-29,4,0,9,0,4,1,1,0.58,0.5455,0.56,0.0,225,hourly,21.0
2011-09-29,4,0,9,0,4,1,1,0.56,0.5303,0.68,0.0,175,hourly,22.0
2011-09-29,4,0,9,0,4,1,1,0.52,0.5,0.77,0.1045,81,hourly,23.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.1045,60,hourly,0.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.77,0.0896,23,hourly,1.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.1045,15,hourly,2.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.1045,3,hourly,3.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.194,8,hourly,4.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.194,26,hourly,5.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.2239,98,hourly,6.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.83,0.2239,297,hourly,7.0
2011-09-30,4,0,9,0,5,1,1,0.54,0.5152,0.77,0.1343,456,hourly,8.0
2011-09-30,4,0,9,0,5,1,1,0.56,0.5303,0.73,0.194,237,hourly,9.0
2011-09-30,4,0,9,0,5,1,1,0.6,0.6061,0.64,0.0,168,hourly,10.0
2011-09-30,4,0,9,0,5,1,1,0.64,0.6212,0.57,0.0896,217,hourly,11.0
2011-09-30,4,0,9,0,5,1,2,0.64,0.6212,0.57,0.194,254,hourly,12.0
2011-09-30,4,0,9,0,5,1,2,0.66,0.6212,0.47,0.3284,266,hourly,13.0
2011-09-30,4,0,9,0,5,1,2,0.64,0.6212,0.47,0.2985,266,hourly,14.0
2011-09-30,4,0,9,0,5,1,1,0.64,0.6212,0.5,0.2836,245,hourly,15.0
2011-09-30,4,0,9,0,5,1,1,0.62,0.6212,0.53,0.2239,360,hourly,16.0
2011-09-30,4,0,9,0,5,1,1,0.62,0.6212,0.53,0.194,591,hourly,17.0
2011-09-30,4,0,9,0,5,1,1,0.58,0.5455,0.49,0.3582,511,hourly,18.0
2011-09-30,4,0,9,0,5,1,1,0.54,0.5152,0.52,0.2836,374,hourly,19.0
2011-09-30,4,0,9,0,5,1,1,0.54,0.5152,0.52,0.2836,230,hourly,20.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.55,0.194,206,hourly,21.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.55,0.3284,159,hourly,22.0
2011-09-30,4,0,9,0,5,1,1,0.52,0.5,0.55,0.3284,132,hourly,23.0
2011-10-01,4,0,10,0,6,0,1,0.5,0.4848,0.63,0.3881,130,hourly,0.0
2011-10-01,4,0,10,0,6,0,1,0.48,0.4697,0.67,0.3284,58,hourly,1.0
2011-10-01,4,0,10,0,6,0,1,0.46,0.4545,0.63,0.4179,67,hourly,2.0
2011-10-01,4,0,10,0,6,0,1,0.46,0.4545,0.59,0.4179,25,hourly,3.0
2011-10-01,4,0,10,0,6,0,1,0.44,0.4394,0.58,0.4179,8,hourly,4.0
2011-10-01,4,0,10,0,6,0,2,0.44,0.4394,0.62,0.2985,5,hourly,5.0
2011-10-01,4,0,10,0,6,0,1,0.42,0.4242,0.67,0.3284,19,hourly,6.0
2011-10-01,4,0,10,0,6,0,3,0.42,0.4242,0.67,0.2537,36,hourly,7.0
2011-10-01,4,0,10,0,6,0,2,0.4,0.4091,0.76,0.3284,67,hourly,8.0
2011-10-01,4,0,10,0,6,0,3,0.4,0.4091,0.82,0.3582,129,hourly,9.0
2011-10-01,4,0,10,0,6,0,3,0.4,0.4091,0.76,0.3582,121,hourly,10.0
2011-10-01,4,0,10,0,6,0,3,0.38,0.3939,0.82,0.3284,132,hourly,11.0
2011-10-01,4,0,10,0,6,0,2,0.4,0.4091,0.82,0.2537,158,hourly,12.0
2011-10-01,4,0,10,0,6,0,2,0.4,0.4091,0.82,0.3284,125,hourly,13.0
2011-10-01,4,0,10,0,6,0,2,0.42,0.4242,0.71,0.3582,180,hourly,14.0
2011-10-01,4,0,10,0,6,0,2,0.42,0.4242,0.71,0.2836,195,hourly,15.0
2011-10-01,4,0,10,0,6,0,2,0.4,0.4091,0.76,0.2985,223,hourly,16.0
2011-10-01,4,0,10,0,6,0,3,0.4,0.4091,0.76,0.194,228,hourly,17.0
2011-10-01,4,0,10,0,6,0,3,0.38,0.3939,0.87,0.2239,140,hourly,18.0
2011-10-01,4,0,10,0,6,0,2,0.38,0.3939,0.82,0.194,126,hourly,19.0
2011-10-01,4,0,10,0,6,0,3,0.36,0.3636,0.87,0.1045,66,hourly,20.0
2011-10-01,4,0,10,0,6,0,3,0.36,0.3636,0.87,0.1045,56,hourly,21.0
2011-10-01,4,0,10,0,6,0,2,0.36,0.3485,0.93,0.2239,70,hourly,22.0
2011-10-01,4,0,10,0,6,0,3,0.36,0.3485,0.93,0.2239,65,hourly,23.0
2011-10-02,4,0,10,0,0,0,3,0.36,0.3333,0.93,0.2985,47,hourly,0.0
2011-10-02,4,0,10,0,0,0,3,0.34,0.3182,0.87,0.2537,24,hourly,1.0
2011-10-02,4,0,10,0,0,0,3,0.34,0.303,0.87,0.2985,30,hourly,2.0
2011-10-02,4,0,10,0,0,0,3,0.34,0.3182,0.87,0.2836,9,hourly,3.0
2011-10-02,4,0,10,0,0,0,2,0.34,0.3182,0.87,0.2537,7,hourly,4.0
2011-10-02,4,0,10,0,0,0,1,0.32,0.303,0.87,0.2836,7,hourly,5.0
2011-10-02,4,0,10,0,0,0,1,0.32,0.3182,0.81,0.1642,15,hourly,6.0
2011-10-02,4,0,10,0,0,0,1,0.34,0.3333,0.76,0.194,29,hourly,7.0
2011-10-02,4,0,10,0,0,0,2,0.34,0.3333,0.76,0.194,64,hourly,8.0
2011-10-02,4,0,10,0,0,0,1,0.36,0.3333,0.76,0.3582,115,hourly,9.0
2011-10-02,4,0,10,0,0,0,2,0.36,0.3333,0.71,0.2836,248,hourly,10.0
2011-10-02,4,0,10,0,0,0,2,0.38,0.3939,0.66,0.2537,292,hourly,11.0
2011-10-02,4,0,10,0,0,0,2,0.4,0.4091,0.62,0.194,321,hourly,12.0
2011-10-02,4,0,10,0,0,0,3,0.4,0.4091,0.62,0.2239,308,hourly,13.0
2011-10-02,4,0,10,0,0,0,3,0.36,0.3485,0.81,0.1642,256,hourly,14.0
2011-10-02,4,0,10,0,0,0,3,0.36,0.3333,0.81,0.2537,173,hourly,15.0
2011-10-02,4,0,10,0,0,0,3,0.36,0.3485,0.87,0.194,206,hourly,16.0
2011-10-02,4,0,10,0,0,0,3,0.36,0.3485,0.87,0.1642,167,hourly,17.0
2011-10-02,4,0,10,0,0,0,2,0.36,0.3485,0.81,0.194,174,hourly,18.0
2011-10-02,4,0,10,0,0,0,2,0.38,0.3939,0.76,0.1642,162,hourly,19.0
2011-10-02,4,0,10,0,0,0,2,0.36,0.3333,0.76,0.2537,87,hourly,20.0
2011-10-02,4,0,10,0,0,0,1,0.36,0.3485,0.71,0.2239,88,hourly,21.0
2011-10-02,4,0,10,0,0,0,3,0.36,0.3636,0.81,0.0896,64,hourly,22.0
2011-10-02,4,0,10,0,0,0,1,0.36,0.3636,0.81,0.0896,25,hourly,23.0
2011-10-03,4,0,10,0,1,1,1,0.34,0.3485,0.87,0.1045,16,hourly,0.0
2011-10-03,4,0,10,0,1,1,1,0.36,0.3636,0.81,0.0896,6,hourly,1.0
2011-10-03,4,0,10,0,1,1,1,0.36,0.3636,0.76,0.1045,4,hourly,2.0
2011-10-03,4,0,10,0,1,1,1,0.36,0.3788,0.81,0.0,7,hourly,3.0
2011-10-03,4,0,10,0,1,1,1,0.34,0.3485,0.87,0.1045,8,hourly,4.0
2011-10-03,4,0,10,0,1,1,2,0.36,0.3636,0.76,0.1045,21,hourly,5.0
2011-10-03,4,0,10,0,1,1,2,0.36,0.3788,0.71,0.0,94,hourly,6.0
2011-10-03,4,0,10,0,1,1,2,0.36,0.3485,0.71,0.1343,249,hourly,7.0
2011-10-03,4,0,10,0,1,1,2,0.36,0.3636,0.71,0.1045,372,hourly,8.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.66,0.0896,153,hourly,9.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.66,0.1045,101,hourly,10.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.71,0.2239,126,hourly,11.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.71,0.1343,147,hourly,12.0
2011-10-03,4,0,10,0,1,1,3,0.42,0.4242,0.67,0.1642,118,hourly,13.0
2011-10-03,4,0,10,0,1,1,3,0.4,0.4091,0.76,0.0,120,hourly,14.0
2011-10-03,4,0,10,0,1,1,3,0.4,0.4091,0.76,0.0,101,hourly,15.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.76,0.1045,218,hourly,16.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.76,0.1642,495,hourly,17.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.76,0.1642,412,hourly,18.0
2011-10-03,4,0,10,0,1,1,1,0.4,0.4091,0.76,0.0,315,hourly,19.0
2011-10-03,4,0,10,0,1,1,3,0.4,0.4091,0.82,0.0,204,hourly,20.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.82,0.0,138,hourly,21.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.82,0.0,91,hourly,22.0
2011-10-03,4,0,10,0,1,1,2,0.4,0.4091,0.82,0.1045,54,hourly,23.0
2011-10-04,4,0,10,0,2,1,2,0.4,0.4091,0.87,0.0896,27,hourly,0.0
2011-10-04,4,0,10,0,2,1,2,0.4,0.4091,0.87,0.1045,9,hourly,1.0
2011-10-04,4,0,10,0,2,1,2,0.4,0.4091,0.87,0.0,3,hourly,2.0
2011-10-04,4,0,10,0,2,1,1,0.4,0.4091,0.82,0.1045,6,hourly,3.0
2011-10-04,4,0,10,0,2,1,1,0.4,0.4091,0.82,0.0896,7,hourly,4.0
2011-10-04,4,0,10,0,2,1,1,0.4,0.4091,0.82,0.1343,27,hourly,5.0
2011-10-04,4,0,10,0,2,1,1,0.4,0.4091,0.82,0.1045,112,hourly,6.0
2011-10-04,4,0,10,0,2,1,1,0.42,0.4242,0.82,0.2836,309,hourly,7.0
2011-10-04,4,0,10,0,2,1,1,0.44,0.4394,0.77,0.2239,400,hourly,8.0
2011-10-04,4,0,10,0,2,1,1,0.46,0.4545,0.67,0.2537,187,hourly,9.0
2011-10-04,4,0,10,0,2,1,1,0.48,0.4697,0.67,0.2836,126,hourly,10.0
2011-10-04,4,0,10,0,2,1,1,0.54,0.5152,0.64,0.2836,124,hourly,11.0
2011-10-04,4,0,10,0,2,1,1,0.56,0.5303,0.56,0.2985,199,hourly,12.0
2011-10-04,4,0,10,0,2,1,1,0.56,0.5303,0.56,0.2985,173,hourly,13.0
2011-10-04,4,0,10,0,2,1,1,0.58,0.5455,0.53,0.2537,183,hourly,14.0
2011-10-04,4,0,10,0,2,1,1,0.58,0.5455,0.56,0.2836,194,hourly,15.0
2011-10-04,4,0,10,0,2,1,1,0.58,0.5455,0.56,0.3284,309,hourly,16.0
2011-10-04,4,0,10,0,2,1,1,0.56,0.5303,0.6,0.3881,585,hourly,17.0
2011-10-04,4,0,10,0,2,1,1,0.54,0.5152,0.64,0.2836,524,hourly,18.0
2011-10-04,4,0,10,0,2,1,1,0.52,0.5,0.68,0.2239,345,hourly,19.0
2011-10-04,4,0,10,0,2,1,1,0.52,0.5,0.68,0.2239,261,hourly,20.0
2011-10-04,4,0,10,0,2,1,1,0.5,0.4848,0.72,0.1343,166,hourly,21.0
2011-10-04,4,0,10,0,2,1,1,0.5,0.4848,0.72,0.1343,114,hourly,22.0
2011-10-04,4,0,10,0,2,1,1,0.48,0.4697,0.77,0.1343,66,hourly,23.0
2011-10-05,4,0,10,0,3,1,1,0.48,0.4697,0.77,0.1343,43,hourly,0.0
2011-10-05,4,0,10,0,3,1,1,0.48,0.4697,0.77,0.1642,11,hourly,1.0
2011-10-05,4,0,10,0,3,1,1,0.46,0.4545,0.82,0.1642,3,hourly,2.0
2011-10-05,4,0,10,0,3,1,1,0.46,0.4545,0.82,0.1045,6,hourly,3.0
2011-10-05,4,0,10,0,3,1,1,0.44,0.4394,0.88,0.0,5,hourly,4.0
2011-10-05,4,0,10,0,3,1,1,0.44,0.4394,0.82,0.1343,32,hourly,5.0
2011-10-05,4,0,10,0,3,1,1,0.44,0.4394,0.82,0.1045,117,hourly,6.0
2011-10-05,4,0,10,0,3,1,1,0.46,0.4545,0.77,0.1045,301,hourly,7.0
2011-10-05,4,0,10,0,3,1,1,0.52,0.5,0.63,0.0,467,hourly,8.0
2011-10-05,4,0,10,0,3,1,1,0.54,0.5152,0.6,0.2985,219,hourly,9.0
2011-10-05,4,0,10,0,3,1,1,0.56,0.5303,0.56,0.3881,133,hourly,10.0
2011-10-05,4,0,10,0,3,1,1,0.6,0.6212,0.46,0.2836,170,hourly,11.0
2011-10-05,4,0,10,0,3,1,1,0.62,0.6212,0.43,0.3284,214,hourly,12.0
2011-10-05,4,0,10,0,3,1,1,0.64,0.6212,0.41,0.2239,219,hourly,13.0
2011-10-05,4,0,10,0,3,1,1,0.64,0.6212,0.41,0.2836,190,hourly,14.0
2011-10-05,4,0,10,0,3,1,1,0.64,0.6212,0.47,0.2836,182,hourly,15.0
2011-10-05,4,0,10,0,3,1,1,0.64,0.6212,0.47,0.3284,282,hourly,16.0
2011-10-05,4,0,10,0,3,1,1,0.64,0.6212,0.47,0.2537,591,hourly,17.0
2011-10-05,4,0,10,0,3,1,1,0.6,0.6212,0.53,0.1642,593,hourly,18.0
2011-10-05,4,0,10,0,3,1,1,0.58,0.5455,0.56,0.1343,374,hourly,19.0
2011-10-05,4,0,10,0,3,1,1,0.52,0.5,0.77,0.1642,246,hourly,20.0
2011-10-05,4,0,10,0,3,1,1,0.5,0.4848,0.82,0.1045,201,hourly,21.0
2011-10-05,4,0,10,0,3,1,1,0.52,0.5,0.72,0.0,154,hourly,22.0
2011-10-05,4,0,10,0,3,1,1,0.5,0.4848,0.77,0.1045,73,hourly,23.0
2011-10-06,4,0,10,0,4,1,1,0.5,0.4848,0.72,0.194,40,hourly,0.0
2011-10-06,4,0,10,0,4,1,1,0.48,0.4697,0.63,0.194,22,hourly,1.0
2011-10-06,4,0,10,0,4,1,1,0.46,0.4545,0.67,0.194,10,hourly,2.0
2011-10-06,4,0,10,0,4,1,1,0.44,0.4394,0.67,0.2239,5,hourly,3.0
2011-10-06,4,0,10,0,4,1,1,0.44,0.4394,0.62,0.2836,5,hourly,4.0
2011-10-06,4,0,10,0,4,1,1,0.42,0.4242,0.62,0.194,24,hourly,5.0
2011-10-06,4,0,10,0,4,1,1,0.4,0.4091,0.66,0.194,114,hourly,6.0
2011-10-06,4,0,10,0,4,1,1,0.42,0.4242,0.62,0.194,302,hourly,7.0
2011-10-06,4,0,10,0,4,1,1,0.44,0.4394,0.62,0.1642,457,hourly,8.0
2011-10-06,4,0,10,0,4,1,1,0.46,0.4545,0.63,0.194,208,hourly,9.0
2011-10-06,4,0,10,0,4,1,1,0.52,0.5,0.52,0.0,129,hourly,10.0
2011-10-06,4,0,10,0,4,1,1,0.54,0.5152,0.49,0.0,144,hourly,11.0
2011-10-06,4,0,10,0,4,1,1,0.56,0.5303,0.49,0.0896,226,hourly,12.0
2011-10-06,4,0,10,0,4,1,1,0.56,0.5303,0.46,0.0896,191,hourly,13.0
2011-10-06,4,0,10,0,4,1,1,0.58,0.5455,0.43,0.0896,195,hourly,14.0
2011-10-06,4,0,10,0,4,1,1,0.58,0.5455,0.46,0.1343,219,hourly,15.0
